,Mano,Chica,Stddev_chica,Chica_value
686,C C 5 5 (4),0.205134,0.41803,3376.9
82,R C 5 5 (1),0.204811,0.180343,3377.6
147,R C 5 5 (2),0.203644,0.179773,3377.7
1070,R C 5 5 (3),0.203564,0.179895,3377.8
1119,R C 5 5 (4),0.203258,0.180097,3377.9
1194,R R 5 5 (1),0.202621,0.19185,3387.6
775,R R 5 5 (2),0.202517,0.192052,3387.7
85,R R 5 5 (3),0.20213,0.191202,3387.8
908,R R 5 5 (4),0.201571,0.190864,3387.9
1102,6 6 6 5 (1),0.176424,0.58508,3443.6
1058,6 6 6 5 (2),0.175995,0.583564,3443.7
825,6 6 6 5 (3),0.175965,0.582304,3443.8
787,6 6 6 5 (4),0.174263,0.580711,3443.9
387,7 6 6 5 (1),0.17595,0.235744,3444.6
989,7 6 6 5 (2),0.175955,0.236289,3444.7
631,7 6 6 5 (3),0.176256,0.236887,3444.8
955,7 6 6 5 (4),0.175955,0.236558,3444.9
224,S 6 6 5 (1),0.175436,0.236111,3445.6
534,S 6 6 5 (2),0.175211,0.235925,3445.7
437,S 6 6 5 (3),0.175854,0.236115,3445.8
329,S 6 6 5 (4),0.17515,0.235557,3445.9
1261,C 6 6 5 (1),0.174453,0.23549,3446.6
297,C 6 6 5 (2),0.174727,0.235753,3446.7
522,C 6 6 5 (3),0.174962,0.235881,3446.8
210,C 6 6 5 (4),0.174617,0.235494,3446.9
197,R 6 6 5 (1),0.174065,0.166104,3447.6
186,R 6 6 5 (2),0.174207,0.166065,3447.7
784,R 6 6 5 (3),0.17371,0.165889,3447.8
1092,R 6 6 5 (4),0.173108,0.165565,3447.9
1153,7 7 6 5 (1),0.167487,0.2309,3454.6
1292,7 7 6 5 (2),0.166557,0.23008,3454.7
909,7 7 6 5 (3),0.167177,0.230348,3454.8
407,7 7 6 5 (4),0.166083,0.229985,3454.9
962,S 7 6 5 (1),0.165198,0.139955,3455.6
258,S 7 6 5 (2),0.163525,0.139531,3455.7
550,S 7 6 5 (3),0.162151,0.138935,3455.8
823,S 7 6 5 (4),0.160422,0.138226,3455.9
1016,C 7 6 5 (1),0.159128,0.137636,3456.6
506,C 7 6 5 (2),0.157543,0.136936,3456.7
1164,C 7 6 5 (3),0.156366,0.136408,3456.8
218,C 7 6 5 (4),0.155077,0.135798,3456.9
1158,R 7 6 5 (1),0.153182,0.0955516,3457.6
376,R 7 6 5 (2),0.150061,0.0943958,3457.7
1036,R 7 6 5 (3),0.146727,0.0936449,3457.8
1111,R 7 6 5 (4),0.143274,0.0922851,3457.9
886,S S 6 5 (1),0.137117,0.2086,3465.6
594,S S 6 5 (2),0.136378,0.208596,3465.7
415,S S 6 5 (3),0.136167,0.208332,3465.8
140,S S 6 5 (4),0.136551,0.208195,3465.9
1032,C S 6 5 (1),0.135171,0.126667,3466.6
420,C S 6 5 (2),0.13384,0.125922,3466.7
808,C S 6 5 (3),0.132583,0.125717,3466.8
1050,C S 6 5 (4),0.131135,0.124854,3466.9
1145,R S 6 5 (1),0.129681,0.0877766,3467.6
468,R S 6 5 (2),0.126754,0.0868481,3467.7
190,R S 6 5 (3),0.123403,0.0855611,3467.8
879,R S 6 5 (4),0.120484,0.0847154,3467.9
1090,C C 6 5 (1),0.116821,0.193024,3476.6
924,C C 6 5 (2),0.116563,0.192215,3476.7
1103,C C 6 5 (3),0.11624,0.192307,3476.8
1057,C C 6 5 (4),0.116122,0.19198,3476.9
607,R C 6 5 (1),0.11487,0.0826339,3477.6
1298,R C 6 5 (2),0.111924,0.0816042,3477.7
385,R C 6 5 (3),0.109117,0.080619,3477.8
990,R C 6 5 (4),0.106021,0.0794465,3477.9
158,R R 6 5 (1),0.103627,0.0838404,3487.6
914,R R 6 5 (2),0.101628,0.0830288,3487.7
1152,R R 6 5 (3),0.0996034,0.082364,3487.8
1293,R R 6 5 (4),0.0975279,0.0814912,3487.9
347,7 7 7 5 (1),0.0810792,0.396858,3554.6
40,7 7 7 5 (2),0.0809456,0.395524,3554.7
729,7 7 7 5 (3),0.0815842,0.398438,3554.8
333,7 7 7 5 (4),0.0807661,0.395365,3554.9
1249,S 7 7 5 (1),0.081236,0.16055,3555.6
748,S 7 7 5 (2),0.0808744,0.160327,3555.7
662,S 7 7 5 (3),0.0808062,0.160405,3555.8
871,S 7 7 5 (4),0.0816436,0.160655,3555.9
245,C 7 7 5 (1),0.0808365,0.159977,3556.6
584,C 7 7 5 (2),0.0809105,0.160388,3556.7
281,C 7 7 5 (3),0.0806393,0.16035,3556.8
831,C 7 7 5 (4),0.0804641,0.160089,3556.9
1073,R 7 7 5 (1),0.0803065,0.113043,3557.6
163,R 7 7 5 (2),0.0801916,0.112647,3557.7
529,R 7 7 5 (3),0.079822,0.112411,3557.8
274,R 7 7 5 (4),0.0795159,0.112217,3557.9
618,S S 7 5 (1),0.0764871,0.156137,3565.6
1072,S S 7 5 (2),0.0771687,0.156787,3565.7
553,S S 7 5 (3),0.0763751,0.155839,3565.8
206,S S 7 5 (4),0.0764485,0.155829,3565.9
236,C S 7 5 (1),0.0758139,0.0949713,3566.6
721,C S 7 5 (2),0.0751196,0.0945568,3566.7
477,C S 7 5 (3),0.0737878,0.093738,3566.8
733,C S 7 5 (4),0.0728377,0.0933537,3566.9
695,R S 7 5 (1),0.0720549,0.0654377,3567.6
484,R S 7 5 (2),0.0698396,0.0644376,3567.7
983,R S 7 5 (3),0.0676113,0.063351,3567.8
460,R S 7 5 (4),0.0656915,0.0624428,3567.9
616,C C 7 5 (1),0.0628489,0.141518,3576.6
462,C C 7 5 (2),0.0624956,0.140463,3576.7
315,C C 7 5 (3),0.062353,0.140845,3576.8
496,C C 7 5 (4),0.0620717,0.140536,3576.9
856,R C 7 5 (1),0.0617114,0.0606518,3577.6
890,R C 7 5 (2),0.0598398,0.059868,3577.7
366,R C 7 5 (3),0.0578019,0.0585528,3577.8
600,R C 7 5 (4),0.0556742,0.0575816,3577.9
780,R R 7 5 (1),0.0539984,0.0606511,3587.6
669,R R 7 5 (2),0.0528289,0.0600829,3587.7
348,R R 7 5 (3),0.0513968,0.0591115,3587.8
41,R R 7 5 (4),0.050149,0.0583995,3587.9
106,S S S 5 (1),0.0436557,0.291919,3665.6
379,S S S 5 (2),0.0441347,0.293142,3665.7
294,S S S 5 (3),0.0437946,0.29243,3665.8
632,S S S 5 (4),0.0433323,0.290054,3665.9
171,C S S 5 (1),0.0437444,0.117853,3666.6
233,C S S 5 (2),0.0432144,0.117291,3666.7
541,C S S 5 (3),0.043553,0.117483,3666.8
439,C S S 5 (4),0.0433897,0.117345,3666.9
937,R S S 5 (1),0.0432007,0.0827938,3667.6
918,R S S 5 (2),0.0430666,0.0826854,3667.7
301,R S S 5 (3),0.0427297,0.0823466,3667.8
523,R S S 5 (4),0.0426485,0.082311,3667.9
431,C C S 5 (1),0.0411317,0.114317,3676.6
968,C C S 5 (2),0.0413986,0.114626,3676.7
255,C C S 5 (3),0.0409364,0.114208,3676.8
551,C C S 5 (4),0.0410955,0.114509,3676.9
398,R C S 5 (1),0.0405823,0.0491135,3677.6
571,R C S 5 (2),0.0389553,0.0481455,3677.7
512,R C S 5 (3),0.0372399,0.0471177,3677.8
1163,R C S 5 (4),0.0357455,0.0461722,3677.9
98,R R S 5 (1),0.034506,0.0484962,3687.6
578,R R S 5 (2),0.0334742,0.0476203,3687.7
417,R R S 5 (3),0.032364,0.0468452,3687.8
806,R R S 5 (4),0.0313059,0.0461839,3687.9
168,C C C 5 (1),0.0286794,0.235387,3776.6
752,C C C 5 (2),0.0284457,0.234909,3776.7
745,C C C 5 (3),0.028998,0.236927,3776.8
653,C C C 5 (4),0.0287722,0.235612,3776.9
409,R C C 5 (1),0.0288841,0.0676482,3777.6
249,R C C 5 (2),0.0285227,0.0675863,3777.7
588,R C C 5 (3),0.0286741,0.0675379,3777.8
287,R C C 5 (4),0.028547,0.0674093,3777.9
972,R R C 5 (1),0.0276781,0.0435412,3787.6
238,R R C 5 (2),0.0267081,0.0426206,3787.7
718,R R C 5 (3),0.02567,0.04181,3787.8
480,R R C 5 (4),0.0246569,0.0409601,3787.9
707,R R R 5 (1),0.024145,0.0572784,3887.6
175,R R R 5 (2),0.0239704,0.0570121,3887.7
226,R R R 5 (3),0.0236703,0.0567682,3887.8
535,R R R 5 (4),0.0233223,0.0563663,3887.9
352,6 6 6 6 (1),0.0116681,0.668918,4443.6
764,6 6 6 6 (2),0.00840158,0.54961,4443.7
725,6 6 6 6 (3),0.0103664,0.639812,4443.8
338,6 6 6 6 (4),0.00974085,0.587901,4443.9
1246,7 6 6 6 (1),0.0107372,0.144529,4444.6
932,7 6 6 6 (2),0.0105215,0.142565,4444.7
661,7 6 6 6 (3),0.0101826,0.141003,4444.8
864,7 6 6 6 (4),0.00994524,0.139465,4444.9
246,S 6 6 6 (1),0.00946747,0.135104,4445.6
583,S 6 6 6 (2),0.0104359,0.142944,4445.7
285,S 6 6 6 (3),0.0100941,0.140039,4445.8
827,S 6 6 6 (4),0.0100796,0.139555,4445.9
261,C 6 6 6 (1),0.00959496,0.136129,4446.6
159,C 6 6 6 (2),0.00990001,0.138266,4446.7
530,C 6 6 6 (3),0.0100347,0.139469,4446.8
272,C 6 6 6 (4),0.0101638,0.140384,4446.9
516,R 6 6 6 (1),0.00982527,0.0974649,4447.6
32,R 6 6 6 (2),0.010034,0.0982283,4447.7
793,R 6 6 6 (3),0.0101058,0.0983355,4447.8
304,R 6 6 6 (4),0.0101229,0.0984758,4447.9
149,7 7 6 6 (1),0.00956914,0.0902396,4454.6
1065,7 7 6 6 (2),0.00994745,0.0920122,4454.7
554,7 7 6 6 (3),0.00988621,0.0917776,4454.8
209,7 7 6 6 (4),0.0103923,0.0940981,4454.9
239,S 7 6 6 (1),0.0101043,0.0566435,4455.6
719,S 7 6 6 (2),0.00992966,0.0561446,4455.7
481,S 7 6 6 (3),0.010047,0.0564805,4455.8
56,S 7 6 6 (4),0.0100005,0.0564116,4455.9
322,C 7 6 6 (1),0.00993607,0.0561144,4456.6
485,C 7 6 6 (2),0.00992592,0.0561261,4456.7
986,C 7 6 6 (3),0.0100945,0.0566015,4456.8
461,C 7 6 6 (4),0.0100594,0.0565733,4456.9
356,R 7 6 6 (1),0.00996059,0.0397824,4457.6
572,R 7 6 6 (2),0.00994442,0.039772,4457.7
443,R 7 6 6 (3),0.00984506,0.0394432,4457.8
156,R 7 6 6 (4),0.00972429,0.0393201,4457.9
614,S S 6 6 (1),0.00958177,0.090634,4465.6
466,S S 6 6 (2),0.00980274,0.0915052,4465.7
313,S S 6 6 (3),0.00942722,0.0897252,4465.8
1023,S S 6 6 (4),0.00993009,0.0920113,4465.9
309,C S 6 6 (1),0.00974966,0.055749,4466.6
894,C S 6 6 (2),0.00967724,0.0556468,4466.7
367,C S 6 6 (3),0.00950035,0.0550292,4466.8
595,C S 6 6 (4),0.00966339,0.0554777,4466.9
124,R S 6 6 (1),0.0095543,0.0389659,4467.6
1232,R S 6 6 (2),0.0094604,0.0386696,4467.7
501,R S 6 6 (3),0.00957244,0.0390264,4467.8
426,R S 6 6 (4),0.00943886,0.0386927,4467.9
779,C C 6 6 (1),0.00950929,0.0899721,4476.6
668,C C 6 6 (2),0.00926595,0.089071,4476.7
353,C C 6 6 (3),0.00935719,0.0891428,4476.8
765,C C 6 6 (4),0.00954791,0.0901438,4476.9
1177,R C 6 6 (1),0.00946455,0.0388062,4477.6
204,R C 6 6 (2),0.00923538,0.0382062,4477.7
1247,R C 6 6 (3),0.00933676,0.0384026,4477.8
933,R C 6 6 (4),0.00927412,0.0383481,4477.9
176,R R 6 6 (1),0.00921606,0.0408755,4487.6
81,R R 6 6 (2),0.00908221,0.0406678,4487.7
148,R R 6 6 (3),0.00907367,0.0406325,4487.8
1064,R R 6 6 (4),0.00913273,0.0407027,4487.9
877,7 7 7 6 (1),0.00747117,0.120449,4554.6
383,7 7 7 6 (2),0.00744763,0.12047,4554.7
293,7 7 7 6 (3),0.00768321,0.122285,4554.8
633,7 7 7 6 (4),0.00746562,0.12145,4554.9
1002,S 7 7 6 (1),0.00741359,0.0488049,4555.6
225,S 7 7 6 (2),0.00740417,0.0485389,4555.7
542,S 7 7 6 (3),0.00734652,0.0483814,4555.8
438,S 7 7 6 (4),0.00739696,0.0485248,4555.9
941,C 7 7 6 (1),0.00734986,0.0483667,4556.6
921,C 7 7 6 (2),0.00737207,0.0485676,4556.7
27,C 7 7 6 (3),0.00720849,0.0479208,4556.8
1286,C 7 7 6 (4),0.00740308,0.0486959,4556.9
1202,R 7 7 6 (1),0.00739,0.0342749,4557.6
195,R 7 7 6 (2),0.00724398,0.0339033,4557.7
184,R 7 7 6 (3),0.00725515,0.0339326,4557.8
782,R 7 7 6 (4),0.00729801,0.0340499,4557.9
430,S S 7 6 (1),0.00666135,0.0460874,4565.6
969,S S 7 6 (2),0.00669277,0.0460585,4565.7
256,S S 7 6 (3),0.00679556,0.0464585,4565.8
645,S S 7 6 (4),0.0066557,0.0460956,4565.9
396,C S 7 6 (1),0.0064847,0.0277557,4566.6
569,C S 7 6 (2),0.00630512,0.0274854,4566.7
509,C S 7 6 (3),0.00635852,0.0274923,4566.8
1166,C S 7 6 (4),0.0060759,0.0269157,4566.9
840,R S 7 6 (1),0.00596916,0.018858,4567.6
761,R S 7 6 (2),0.00562624,0.0183577,4567.7
93,R S 7 6 (3),0.00533718,0.0178354,4567.8
178,R S 7 6 (4),0.00504431,0.0173247,4567.9
97,C C 7 6 (1),0.0046036,0.0383779,4576.6
579,C C 7 6 (2),0.00453598,0.0379629,4576.7
416,C C 7 6 (3),0.00459367,0.0382461,4576.8
803,C C 7 6 (4),0.00455819,0.0379846,4576.9
620,R C 7 6 (1),0.00448887,0.0163629,4577.6
1140,R C 7 6 (2),0.00419714,0.0157972,4577.7
471,R C 7 6 (3),0.00392275,0.015318,4577.8
1021,R C 7 6 (4),0.00365446,0.0147537,4577.9
1053,R R 7 6 (1),0.00346077,0.0153333,4587.6
388,R R 7 6 (2),0.00329077,0.0149591,4587.7
878,R R 7 6 (3),0.00307259,0.0144687,4587.8
382,R R 7 6 (4),0.00291595,0.0141139,4587.9
641,S S S 6 (1),0.00211565,0.0636776,4665.6
753,S S S 6 (2),0.0024498,0.0692204,4665.7
750,S S S 6 (3),0.00224826,0.0667958,4665.8
660,S S S 6 (4),0.00228141,0.0664105,4665.9
406,C S S 6 (1),0.00222054,0.0265486,4666.6
254,C S S 6 (2),0.00221671,0.0265325,4666.7
589,C S S 6 (3),0.00220401,0.0264225,4666.8
283,C S S 6 (4),0.00220458,0.0264702,4666.9
822,R S S 6 (1),0.00220399,0.0187045,4667.6
262,R S S 6 (2),0.00210016,0.0182729,4667.7
164,R S S 6 (3),0.00223494,0.0188679,4667.8
138,R S S 6 (4),0.00212317,0.0183754,4667.9
973,C C S 6 (1),0.00200174,0.0252746,4676.6
237,C C S 6 (2),0.00200873,0.0252963,4676.7
716,C C S 6 (3),0.00191208,0.0246823,4676.8
475,C C S 6 (4),0.0018753,0.0243952,4676.9
139,R C S 6 (1),0.00188677,0.010604,4677.6
320,R C S 6 (2),0.00178974,0.0103296,4677.7
486,R C S 6 (3),0.00161455,0.00979777,4677.8
981,R C S 6 (4),0.00146239,0.00932563,4677.9
543,R R S 6 (1),0.00132043,0.00947736,4687.6
308,R R S 6 (2),0.00124786,0.00920919,4687.7
891,R R S 6 (3),0.0011617,0.00888311,4687.8
361,R R S 6 (4),0.00105864,0.00849221,4687.9
706,C C C 6 (1),0.000910827,0.0421263,4776.6
680,C C C 6 (2),0.000889778,0.0418963,4776.7
229,C C C 6 (3),0.000905207,0.041714,4776.8
539,C C C 6 (4),0.000921953,0.0422991,4776.9
205,R C C 6 (1),0.000899873,0.0119593,4777.6
448,R C C 6 (2),0.000892506,0.0119275,4777.7
919,R C C 6 (3),0.000881001,0.0118161,4777.8
302,R C C 6 (4),0.000832082,0.0114809,4777.9
640,R R C 6 (1),0.000777562,0.00728307,4787.6
395,R R C 6 (2),0.000729116,0.00703051,4787.7
568,R R C 6 (3),0.000673947,0.00678101,4787.8
513,R R C 6 (4),0.000580056,0.00627904,4787.9
13,R R R 6 (1),0.000522251,0.00844473,4887.6
404,R R R 6 (2),0.000517694,0.00839189,4887.7
247,R R R 6 (3),0.000493309,0.00818666,4887.8
587,R R R 6 (4),0.000468588,0.0079882,4887.9
203,7 7 7 7 (1),0.000138615,0.0526524,5554.6
1244,7 7 7 7 (2),0.000202082,0.077552,5554.7
744,7 7 7 7 (3),6.93299e-05,0.037237,5554.8
656,7 7 7 7 (4),0.0,0.0,5554.9
405,S 7 7 7 (1),0.000158912,0.0179954,5555.6
250,S 7 7 7 (2),0.000164208,0.0183374,5555.7
582,S 7 7 7 (3),0.000101493,0.0140327,5555.8
284,S 7 7 7 (4),0.000123706,0.0153047,5555.9
768,C 7 7 7 (1),0.000136904,0.016468,5556.6
266,C 7 7 7 (2),0.000190958,0.0186469,5556.7
664,C 7 7 7 (3),0.000109045,0.0141427,5556.8
532,C 7 7 7 (4),0.000111517,0.0149443,5556.9
743,R 7 7 7 (1),0.000102087,0.00978308,5557.6
518,R 7 7 7 (2),0.00015671,0.0123273,5557.7
33,R 7 7 7 (3),0.00016999,0.0128483,5557.8
792,R 7 7 7 (4),0.000150842,0.0119757,5557.9
974,S S 7 7 (1),0.000161469,0.0115598,5565.6
240,S S 7 7 (2),0.000167779,0.0120051,5565.7
717,S S 7 7 (3),0.000116382,0.00999366,5565.8
136,S S 7 7 (4),0.000129747,0.0105142,5565.9
576,C S 7 7 (1),0.000111268,0.00595643,5566.6
319,C S 7 7 (2),0.000161501,0.0071604,5566.7
483,C S 7 7 (3),0.000147708,0.00687255,5566.8
987,C S 7 7 (4),0.000153124,0.00699957,5566.9
605,R S 7 7 (1),0.00014066,0.00472531,5567.6
354,R S 7 7 (2),0.000153104,0.00492611,5567.7
575,R S 7 7 (3),0.000134546,0.00464314,5567.8
445,R S 7 7 (4),0.000123446,0.00443146,5567.9
544,C C 7 7 (1),0.000146088,0.0112599,5576.6
307,C C 7 7 (2),0.000154179,0.011428,5576.7
893,C C 7 7 (3),0.00012104,0.0101466,5576.8
363,C C 7 7 (4),0.000141001,0.0110977,5576.9
1312,R C 7 7 (1),0.000143028,0.00476958,5577.6
123,R C 7 7 (2),0.000124044,0.00443374,5577.7
1233,R C 7 7 (3),0.000126091,0.0044784,5577.8
500,R C 7 7 (4),0.000117927,0.00433698,5577.9
74,R R 7 7 (1),0.000123595,0.00474231,5587.6
1184,R R 7 7 (2),0.000135074,0.00495716,5587.7
202,R R 7 7 (3),0.000135609,0.00495356,5587.8
1245,R R 7 7 (4),0.000123699,0.00474652,5587.9
705,S S S 7 (1),9.18266e-05,0.0135703,5665.6
679,S S S 7 (2),7.06152e-05,0.0117808,5665.7
228,S S S 7 (3),0.00013838,0.0162771,5665.8
533,S S S 7 (4),7.064e-05,0.0112052,5665.9
208,C S S 7 (1),8.69142e-05,0.00526773,5666.6
446,C S S 7 (2),8.05804e-05,0.00507125,5666.7
920,C S S 7 (3),9.36417e-05,0.00547494,5666.8
300,C S S 7 (4),0.000107573,0.00584003,5666.9
55,R S S 7 (1),8.20939e-05,0.00361343,5667.6
1197,R S S 7 (2),8.03284e-05,0.00357024,5667.7
199,R S S 7 (3),9.01008e-05,0.00377633,5667.8
187,R S S 7 (4),7.51625e-05,0.0034566,5667.9
639,C C S 7 (1),6.81038e-05,0.00466927,5676.6
394,C C S 7 (2),7.20572e-05,0.00479139,5676.7
570,C C S 7 (3),6.31333e-05,0.00447035,5676.8
507,C C S 7 (4),6.94482e-05,0.00472471,5676.9
1024,R C S 7 (1),6.02894e-05,0.00189353,5677.6
424,R C S 7 (2),5.04649e-05,0.0017342,5677.7
759,R C S 7 (3),4.09377e-05,0.00155849,5677.8
375,R C S 7 (4),3.56969e-05,0.00145728,5677.9
1272,R R S 7 (1),2.86338e-05,0.00139734,5687.6
372,R R S 7 (2),2.6102e-05,0.00133345,5687.7
1141,R R S 7 (3),2.17713e-05,0.00121734,5687.8
469,R R S 7 (4),1.65174e-05,0.00105907,5687.9
703,C C C 7 (1),2.98731e-05,0.00739495,5776.6
402,C C C 7 (2),5.37634e-06,0.00294474,5776.7
248,C C C 7 (3),2.09936e-05,0.00670319,5776.8
581,C C C 7 (4),0.0,0.0,5776.9
646,R C C 7 (1),1.30701e-05,0.00143264,5777.6
770,R C C 7 (2),1.12623e-05,0.00134675,5777.7
264,R C C 7 (3),5.77696e-06,0.000954563,5777.8
160,R C C 7 (4),5.73014e-06,0.000946778,5777.9
778,R R C 7 (1),6.15095e-06,0.00064849,5787.6
141,R R C 7 (2),4.29685e-06,0.000540073,5787.7
321,R R C 7 (3),4.0868e-06,0.000527734,5787.8
487,R R C 7 (4),1.82532e-06,0.000353568,5787.9
702,R R R 7 (1),1.34234e-06,0.000424584,5887.6
207,R R R 7 (2),2.64878e-06,0.000592521,5887.7
447,R R R 7 (3),0.0,0.0,5887.8
922,R R R 7 (4),2.71214e-06,0.000606478,5887.9
704,S S S S (1),0.0,0.0,6665.6
403,S S S S (2),0.0,0.0,6665.7
251,S S S S (3),0.0,0.0,6665.8
0,S S S S (4),0.0,0.0,6665.9
642,C S S S (1),0.0,0.0,6666.6
769,C S S S (2),0.0,0.0,6666.7
265,C S S S (3),0.0,0.0,6666.8
665,C S S S (4),0.0,0.0,6666.9
860,R S S S (1),0.0,0.0,6667.6
742,R S S S (2),0.0,0.0,6667.7
517,R S S S (3),0.0,0.0,6667.8
34,R S S S (4),0.0,0.0,6667.9
777,C C S S (1),0.0,0.0,6676.6
577,C C S S (2),0.0,0.0,6676.7
323,C C S S (3),0.0,0.0,6676.8
488,C C S S (4),0.0,0.0,6676.9
850,R C S S (1),0.0,0.0,6677.6
604,R C S S (2),0.0,0.0,6677.7
355,R C S S (3),0.0,0.0,6677.8
574,R C S S (4),0.0,0.0,6677.9
368,R R S S (1),0.0,0.0,6687.6
1311,R R S S (2),0.0,0.0,6687.7
125,R R S S (3),0.0,0.0,6687.8
1231,R R S S (4),0.0,0.0,6687.9
701,C C C S (1),0.0,0.0,6776.6
786,C C C S (2),0.0,0.0,6776.7
449,C C C S (3),0.0,0.0,6776.8
923,C C C S (4),0.0,0.0,6776.9
135,R C C S (1),0.0,0.0,6777.6
58,R C C S (2),0.0,0.0,6777.7
1198,R C C S (3),0.0,0.0,6777.8
196,R C C S (4),0.0,0.0,6777.9
666,R R C S (1),0.0,0.0,6787.6
1025,R R C S (2),0.0,0.0,6787.7
425,R R C S (3),0.0,0.0,6787.8
760,R R C S (4),0.0,0.0,6787.9
848,R R R S (1),0.0,0.0,6887.6
644,R R R S (2),0.0,0.0,6887.7
771,R R R S (3),0.0,0.0,6887.8
263,R R R S (4),0.0,0.0,6887.9
847,C C C C (1),0.0,0.0,7776.6
643,C C C C (2),0.0,0.0,7776.7
767,C C C C (3),0.0,0.0,7776.8
260,C C C C (4),0.0,0.0,7776.9
1129,R C C C (1),0.0,0.0,7777.6
861,R C C C (2),0.0,0.0,7777.7
46,R C C C (3),0.0,0.0,7777.8
515,R C C C (4),0.0,0.0,7777.9
99,R R C C (1),0.0,0.0,7787.6
851,R R C C (2),0.0,0.0,7787.7
606,R R C C (3),0.0,0.0,7787.8
418,R R C C (4),0.0,0.0,7787.9
815,R R R C (1),0.0,0.0,7887.6
134,R R R C (2),0.0,0.0,7887.7
57,R R R C (3),0.0,0.0,7887.8
1200,R R R C (4),0.0,0.0,7887.9
9,R R R R (1),0.0,0.0,8887.6
1131,R R R R (2),0.0,0.0,8887.7
863,R R R R (3),0.0,0.0,8887.8
43,R R R R (4),0.0,0.0,8887.9
